price,style,link,name
149.90,Pilsner,http://www.emporioveredas.com.br/cerveja-alem-pilsen-bitburger-barril-5-litros.html,Cerveja Alemã Pilsen Bitburger Barril 5 Litros
42.00,Imperial Brown Ale - ,https://www.wbeer.com.br/cervejas/to-ol-james-braun-375ml/prod12909.html,To Øl Jæmes Braun - 375ml
81.60,Lager,http://www.emporioveredas.com.br/cerveja-estrella-galicia-premium-lager-600ml-3285.html,Compre 12 Cervejas Estrella Galicia Lager 600ml E Ganhe 1 Taça
19.50,Berliner Weisse - ,https://www.wbeer.com.br/cervejas/les-trois-mousquetaires-berliner-weisse-375ml/prod12761.html,Les Trois Mousquetaires Berliner Weisse - 375ml
17.40,Golden Ale,http://www.emporioveredas.com.br/cerveja-wells-waggle-dance-500-ml.html,Cerveja Wells Waggle Dance 500 Ml
20.00,Witbier - ,https://www.wbeer.com.br/cervejas/to-ol-wbeer-witbier-330ml/prod12511.html,To Øl WBeer Witbier - 330ml
33.30,Helles,http://www.emporioveredas.com.br/cerveja-austral-torres-del-paine-patagonian-helles-500ml.html,Cerveja Austral Torres Del Paine Patagonian Helles 500ml
45.50,Saison - ,https://www.wbeer.com.br/cervejas/blaugies-darbyste-750ml/prod12613.html,Blaugies Darbyste - 750ml
21.90,Outros,http://www.emporioveredas.com.br/cerveja-youngs-special-london-gf-500ml.html,Cerveja Youngs Special London Gf 500ml
18.00,Berliner Weisse - ,https://www.wbeer.com.br/cervejas/buxton-far-skyline-330ml/prod12618.html,Buxton Far Skyline  - 330ml
16.70,Pale Ale   ,http://www.emporioveredas.com.br/cerveja-austral-patagonia-pale-ale-330ml.html,Cerveja Austral Patagonia Pale Ale 330ml
18.00,Wheat - ,https://www.wbeer.com.br/cervejas/mikkeller-drink-in-the-sun-2013-330ml/prod11391.html,Mikkeller Drink in the Sun 2013 - 330ml
33.50,,https://www.wbeer.com.br/cervejas/wbeerbox-benediktiner-weissbeer-licher-wizen-hefe-hell/prod14843.html,WBeerbox - Benediktiner Weissbeer + Licher Wizen Hefe-hell
31.00,American Pale Ale - ,https://www.wbeer.com.br/cervejas/else-beer-american-pale-ale-600ml/prod14495.html,Else Beer American Pale Ale - 600ml
39.00,India Pale Ale - ,https://www.wbeer.com.br/cervejas/ballast-point-sculpin-grapefruit-355ml/prod14023.html,Ballast Point Sculpin Grapefruit - 355ml
55.00,Doppelbock - ,https://www.wbeer.com.br/cervejas/les-trois-mousquetaires-doppelbock-750ml/prod12772.html,Les Trois Mousquetaires Doppelbock - 750ml
56.00,Saison - ,https://www.wbeer.com.br/cervejas/fantome-dalmatienne-blonde-750ml/prod12611.html,Fantôme Dalmatienne Blonde - 750ml
55.00,Porter - ,https://www.wbeer.com.br/cervejas/les-trois-mousquetaires-grande-cuvee-porter-baltique-750ml/prod12771.html,Les Trois Mousquetaires Grande Cuvée Porter Baltique - 750ml
15.90,Weiss ,http://www.emporioveredas.com.br/cerveja-benediktiner-weissbier-trigo-500ml.html,Cerveja Benediktiner Weissbier Trigo 500ml
16.00,Belgian Tripel IPA - ,https://www.wbeer.com.br/cervejas/houblon-chouffe-belgian-specialty-ale-330ml/prod7327.html,Houblon Chouffe Belgian Specialty Ale - 330ml
27.80,Sem Alcool,http://www.emporioveredas.com.br/cerveja-brewdog-nany-state-ale-sem-alcool-355ml.html,Cerveja Brewdog Nany State Ale Sem Alcool 355ml
63.00,Saison - ,https://www.wbeer.com.br/cervejas/du-bocq-saison-1858-750ml/prod14252.html,Du Bocq Saison 1858 - 750ml
72.00,Sour - ,https://www.wbeer.com.br/cervejas/mikkeller-mad-salt-750ml/prod11394.html,Mikkeller Mad Salt - 750ml
63.00,Witbier - ,https://www.wbeer.com.br/cervejas/du-bocq-blanche-de-namur-750ml/prod13550.html,Du Bocq Blanche de Namur - 750ml
23.50,India Pale Ale - ,https://www.wbeer.com.br/cervejas/caldera-ipa-355ml/prod14291.html,Caldera Ipa - 355ml
51.00,Lambic Fruit - ,https://www.wbeer.com.br/cervejas/liefmans-cuvee-brut-oud-bruin-750ml/prod13730.html,Liefmans Cuvée-Brut - Oud Bruin 750ml
16.70,Fruit Beer,http://www.emporioveredas.com.br/cerveja-austral-calafate-fruit-beer-330ml.html,Cerveja Austral Calafate Fruit Beer 330ml
23.00,American Pale Ale - ,https://www.wbeer.com.br/cervejas/caldera-pale-ale-355ml/prod14290.html,Caldera Pale Ale - 355Ml
15.10,Weiss ,http://www.emporioveredas.com.br/cerveja-erdinger-weissbier-dunkel-500ml.html,Cerveja Erdinger Weissbier Dunkel 500ml
19.80,Pale Ale   ,http://www.emporioveredas.com.br/cerveja-adnams-ghostship-500ml-3361.html,Cerveja Adnams Ghostship Lata 500ml
25.99,,http://www.emporioveredas.com.br/cerveja-dubuisson-p.html,Cerveja Dubuisson P
18.90,Weiss ,http://www.emporioveredas.com.br/cerveja-erdinger-weissbier-500ml.html,Cerveja Erdinger Weissbier 500ml  
72.99,,http://www.emporioveredas.com.br/kit-erdinger-c-2-garrafas-weissbier-1-copo.html,Kit Erdinger 2 Cervejas + 1 Copo 
15.10,Weiss ,http://www.emporioveredas.com.br/cerveja-erdinger-urweisse-500ml.html,Cerveja Erdinger Urweisse 500ml  
12.99,Weiss ,http://www.emporioveredas.com.br/cerveja-erdinger-champ-330ml.html,Cerveja Erdinger Champ Longneck 330ml  
24.90,Dubbel,http://www.emporioveredas.com.br/cerveja-la-trappe-dubbel-330ml.html,Cerveja La Trappe Dubbel 330ml
24.90,Blond Ale,http://www.emporioveredas.com.br/cerveja-la-trappe-blond-330ml.html,Cerveja La Trappe Blond 330ml 
28.00,ESB - ,https://www.wbeer.com.br/cervejas/providencia-cascahell-500ml/prod14502.html,Providência Cascahell - 500ml
25.00,Imperial Porter - ,https://www.wbeer.com.br/cervejas/tupiniquim-monjolo-imperial-porter-310ml/prod14353.html,Tupiniquim Monjolo Imperial Porter - 310ml
24.90,,http://www.emporioveredas.com.br/cerveja-la-trappe-quadrupel-330ml.html,Cerveja La Trappe Quadrupel 330ml
34.00,Marzen - ,https://www.wbeer.com.br/cervejas/alpirsbacher-klosterstoff-marzen-330ml/prod14541.html,Alpirsbacher Klosterstoff Märzen - 330ml
30.00,Belgian Golden Strong ale - ,https://www.wbeer.com.br/cervejas/du-bocq-deugniet-330ml/prod14263.html,Du Bocq Deugniet - 330Ml
26.00,Witbier - ,https://www.wbeer.com.br/cervejas/ballast-point-wahoo-wheat-355ml/prod13340.html,Ballast Point Wahoo Wheat - 355ml
24.50,Weiss - ,https://www.wbeer.com.br/cervejas/riegele-weisse-500ml/prod13548.html,Riegele Weisse - 500ML 
29.90,Blond Ale - ,https://www.wbeer.com.br/cervejas/oakham-scarlet-macaw-500ml/prod14157.html,Oakham Scarlet Macaw - 500ml
40.99,Weiss ,http://www.emporioveredas.com.br/copo-cerveja-erdinger-500ml.html,Copo Cerveja Erdinger 500ml
31.00,Blond Ale - ,https://www.wbeer.com.br/cervejas/else-beer-classica-600ml-/prod14493.html,Else Beer Clássica - 600ml              
24.50,Amber Ale - ,https://www.wbeer.com.br/cervejas/barco-folk-600ml/prod13826.html,Barco Folk - 600ml
32.00,Saison - ,https://www.wbeer.com.br/cervejas/du-bocq-saison-1858-330ml/prod14253.html,Du Bocq Saison 1858 - 330ml
28.00,Blond Ale - ,https://www.wbeer.com.br/cervejas/abb-st-martin-blond-330ml/prod14312.html,Abb St Martín Blond - 330ml
28.00,Imperial IPA - ,https://www.wbeer.com.br/cervejas/mikkeller-imperial-india-pale-ale-amarillo-330ml/prod11404.html,Mikkeller Imperial India Pale Ale Amarillo - 330ml
24.00,India Pale Ale - ,https://www.wbeer.com.br/cervejas/hopvalley-proxima-ipa-355ml/prod14267.html,Hopvalley Proxima Ipa - 355Ml
22.00,Imperial IPA - ,https://www.wbeer.com.br/cervejas/tupiniquim-omnipollo-polimango-310ml/prod14354.html,Tupiniquim Omnipollo Polimango - 310ml
15.99,Blond Ale,http://www.emporioveredas.com.br/cerveja-8-6-blond-500ml.html,Cerveja 8.6 Blond Lata 500ml  
22.00,India Pale Ale - ,https://www.wbeer.com.br/cervejas/tupiniquim-evil-twin-extra-fancy-310ml/prod14355.html,Tupiniquim Evil Twin Extra Fancy - 310ml
56.00,,http://www.emporioveredas.com.br/taca-degustac-o-rastal-alem.html,Taça Rastal P/ Degustação De Cerveja
24.00,India Pale Ale - ,https://www.wbeer.com.br/cervejas/caldera-hopportunity-knock-355ml/prod14295.html,Caldera Hopportunity Knock - 355ml
31.00,ESB - ,https://www.wbeer.com.br/cervejas/batemans-combined-harvet-500ml/prod14318.html,Batemans Combined Harvet - 500ml
22.00,Saison - ,https://www.wbeer.com.br/cervejas/tupiniquim-saison-caju-310ml/prod14356.html,Tupiniquim Saison Caju - 310ml
39.00,Belgian Strong Ale - ,https://www.wbeer.com.br/cervejas/struise-tsjeeses-reserva-bourbon-2013-330ml/prod13616.html,Struise Tsjeeses  Reserva Bourbon 2013 - 330ml
31.00,Dry Stout - ,https://www.wbeer.com.br/cervejas/else-beer-jacaranda-600ml-/prod14494.html,Else Beer Jacarandá - 600ml              
18.50,Pilsner,http://www.emporioveredas.com.br/cerveja-hb-hofbrau-original-500ml.html,Cerveja Hb Original 500ml
66.99,,http://www.emporioveredas.com.br/kit-tempelier-1-garrafa-e-1-taca-exclusiva.html,Kit Tempelier 1 Garrafa 330ml E Uma Taça  
19.50,,http://www.mundodascervejas.com/cerveja-old-tom-strong-ale-330ml,Cerveja Old Tom Strong Ale - 330ml (Val. 01/05/2016)
21.90,,http://www.mundodascervejas.com/cerveja-youngs-double-chocolate-stout-500ml.html,Cerveja Young's Double Chocolate Stout - 500ml (Val. 27/01/2016)
78.90,,http://www.emporioveredas.com.br/kit-hofbrau-hb-c-2-garrafas-hb-original-caneca-500ml.html,Kit Hb 2 Cervejas Hb 1 Caneca 
8.99,,http://www.emporioveredas.com.br/cerveja-corona-extra-330ml.html,Cerveja Corona 330ml  
23.50,American Amber Ale,http://www.mundodascervejas.com/cerveja-evil-twin-hop-flood-330ml,Cerveja Evil Twin Hop Flood - 330ml (Val. 18/02/2016)
54.90,Bière Brut,http://www.mundodascervejas.com/cerveja-morada-double-vienna-brut-375ml,Cerveja Morada Double Vienna Brut - 375ml (Val. 20/11/2016)
49.99,,http://www.emporioveredas.com.br/kit-presente-paulistania-c-1-cerveja-clara-e-1-escura-taca.html,Kit Paulistania 1 Cerv Clara 1 Esc 1 Cop  
24.70,India Pale Ale,http://www.emporioveredas.com.br/cerveja-brew-dog-5-am.html,Cerveja Brewdog 5 Am 330ml
15.90,American Wheat,http://www.mundodascervejas.com/cerveja-horny-goat-watermelon-wheat-355ml,Cerveja Horny Goat Watermelon Wheat - 355ml (Val. 21/07/2016)
7.60,Pilsner,http://www.emporioveredas.com.br/cerveja-bitburger-premium-pils-500ml.html,Cerveja Bitburger Premium Lata 500ml  
21.00,Weiss - ,https://www.wbeer.com.br/cervejas/erdinger-urweisse-500ml/prod14850.html,Erdinger Urweisse - 500ml
28.50,Belgian Golden Strong Ale,http://www.mundodascervejas.com/cerveja-delirium-tremens-330ml.html,Cerveja Delirium Tremens  - 330ml (Val. 01/12/2017)
34.00,Imperial IPA,http://www.emporioveredas.com.br/cerveja-brew-dog-hardcore-ipa.html,Cerveja Brewdog Hardcore Ipa 330ml
19.50,Standard/Ordinary Bitter,http://www.mundodascervejas.com/cerveja-goose-island-honkers-ale-355ml,Cerveja Goose Island Honkers Ale - 355ml (Val. 01/04/2016)
27.90,Dry Stout,http://www.mundodascervejas.com/cerveja-fullers-black-cab-stout-500ml.html,Cerveja Fuller's Black Cab Stout - 500ml (Val. 08/02/2016)
16.95,Witbier,http://www.mundodascervejas.com/cerveja-vedett-extra-white-330ml,Cerveja Vedett Extra White - 330ml (Val. fevereiro/2016)
22.00,English Pale Ale - ,https://www.wbeer.com.br/cervejas/meantime-london-pale-ale-330-ml/prod14553.html,Meantime London Pale Ale - 330 ml
19.50,Gose - ,https://www.wbeer.com.br/cervejas/les-trois-mousquetaires-gose-375ml/prod12764.html,Les Trois Mousquetaires Gose - 375ml
72.50,Sour Ale,http://www.mundodascervejas.com/cerveja-de-ranke-kriek-750ml,Cerveja De Ranke Kriek - 750ml (Val. 19/07/2019)
25.00,Pilsner - ,https://www.wbeer.com.br/cervejas/providencia-pilsen-500ml/prod14499.html,Providência Pilsen - 500ml
51.00,,https://www.wbeer.com.br/cervejas/cerveja-lindemans-gueuze-cuvee-rene-375ml/prod14372.html,Cerveja Lindemans Gueuze Cuvée René 375ml
45.50,Saison - ,https://www.wbeer.com.br/cervejas/blaugies-la-moneuse-750ml/prod12612.html,Blaugies La Moneuse - 750ml
19.50,Weiss - ,https://www.wbeer.com.br/cervejas/les-trois-mousquetaires-s-s-hopfenweisse-375ml/prod12762.html,Les Trois Mousquetaires S.S. Hopfenweisse - 375ml
26.90,Belgian Specialty Ale,http://www.mundodascervejas.com/cerveja-la-trappe-quadrupel-330ml,Cerveja La Trappe Quadrupel - 330ml (Val. 01/03/2018)
27.50,Belgian Dark Strog ale - ,https://www.wbeer.com.br/cervejas/struise-pannepot-2014-330ml/prod12094.html,Struise Pannepot 2014 - 330ml
33.00,Belgian Dark Strog ale - ,https://www.wbeer.com.br/cervejas/struise-pannepot-reserva-2010-330ml/prod12484.html,Struise Pannepot Reserva 2010 - 330ml
21.00,India Pale Ale - ,https://www.wbeer.com.br/cervejas/to-ol-first-frontier-330ml/prod12506.html,To Øl First Frontier - 330ml
28.00,Imperial IPA - ,https://www.wbeer.com.br/cervejas/to-ol-final-frontier-330ml/prod12505.html,To Øl Final Frontier - 330ml
21.00,India Pale Ale - ,https://www.wbeer.com.br/cervejas/to-ol-thirsty-frontier-330ml/prod12900.html,To Øl Thirsty Frontier - 330ml
32.00,Tripel - ,https://www.wbeer.com.br/cervejas/du-bocq-gauloise-10-triple-blonde-330ml/prod14251.html,Du Bocq Gauloise 10 Triple Blonde - 330ml
24.00,Pilsner - ,https://www.wbeer.com.br/cervejas/wals-pilsen-600ml/prod9319.html,Wäls Pilsen - 600ml
28.00,Session Ipa - ,https://www.wbeer.com.br/cervejas/providencia-bode-brown-session-ipa-500ml/prod14505.html,Providência/Bode Brown Session IPA - 500ml
30.00,Blond Ale - ,https://www.wbeer.com.br/cervejas/du-bocq-gauloise-blonde-330ml/prod13553.html,Du Bocq Gauloise Blonde  - 330ml
84.90,,http://www.mundodascervejas.com/kit-cerveja-premium-spitfire-1-cerveja-1-copo,Kit Cerveja Premium Spitfire - 1 Cerveja + 1 Copo (Val. 01/2016)
28.00,India Pale Ale - ,https://www.wbeer.com.br/cervejas/providencia-sucuripa-500ml/prod14504.html,Providência Sucuripa - 500ml
15.90,,http://www.mundodascervejas.com/cerveja-karlsbrau-weizen-500ml,Cerveja Karlsbrau Weizen - 500ml (Val. 08/2016)
28.00,Pale Ale - ,https://www.wbeer.com.br/cervejas/providencia-jararapa-500ml/prod14503.html,Providência Jararapa - 500ml
28.00,Tripel - ,https://www.wbeer.com.br/cervejas/abb-st-martin-triple-330ml/prod14314.html,Abb St Martín Triple - 330ml
23.00,Weizenbock - ,https://www.wbeer.com.br/cervejas/coruja-alba-weizenbock-500ml/prod13774.html,Coruja Alba Weizenbock - 500ml
14.90,Doppelbock,http://www.mundodascervejas.com/cerveja-paulaner-salvator-330ml,Cerveja Paulaner Salvator - 330ml (Val. junho/2016)
51.80,India Pale Ale,http://www.emporioveredas.com.br/cerveja-brew-dog-punk-ipa-660-ml.html,Cerveja Brewdog Punk Ipa 660 Ml
19.80,,http://www.mundodascervejas.com/cerveja-piraat-330ml.html,Cerveja Piraat - 330ml (Val. 30/10/2016)
28.90,,http://www.mundodascervejas.com/copo-pint-cerveja-fullers-440ml,Copo Pint Cerveja Fuller's - 440ml
21.90,Vienna / Amber Lager,http://www.mundodascervejas.com/cerveja-biritis-600ml.html,Cerveja Biritis - 600ml (Val. 29/11/2016)
36.90,,http://www.mundodascervejas.com/taca-cerveja-affligem-250ml,Taça Cerveja Affligem - 250ml
97.90,,http://www.mundodascervejas.com/kit-cerveja-anchor-2-cervejas-1-copo,Kit Cerveja Anchor - 2 Cervejas + 1 Copo (Val. 08/04/2017)
26.90,Lager,http://www.emporioveredas.com.br/cerveja-brew-dog-this-is-lager-330-ml.html,Cerveja Brewdog This Is Lager 330 Ml
29.00,India Pale Ale,http://www.emporioveredas.com.br/cerveja-nort-h-peak-wanderer-session-ipa-355ml.html,Cerveja North Peak Wanderer Session Ipa 355ml
39.70,India Pale Ale,http://www.emporioveredas.com.br/cerveja-brew-dog-india-pale-weizen-330-ml.html,Cerveja Brewdog India Pale Weizen 330 Ml
16.99,India Pale Ale,http://www.emporioveredas.com.br/cerveja-brooklyn-east-india-pale-ale-355ml-1495.html,Cerveja Brooklyn India Pale Ale Lata 473ml
15.00,Pilsner - ,https://www.wbeer.com.br/cervejas/lager/saint-bier-pilsen-600ml/prod448.html,Saint Bier Pilsen - 600ml
9.50,Vienna Lager - ,https://www.wbeer.com.br/cervejas/lager/faxe-amber-500ml/prod955.html,Faxe Amber - 500ml
22.50,Scotch ALe,http://www.emporioveredas.com.br/cerveja-brew-dog-santa-paws-330-ml.html,Cerveja Brewdog Santa Paws 330 Ml
15.99,Vienna Lager,http://www.emporioveredas.com.br/cerveja-brooklyn-lager-355ml-1496.html,Cerveja Brooklyn Lager Lata 473ml
62.00,Tripel - ,https://www.wbeer.com.br/cervejas/ale/la-trappe-tripel-750ml/prod467.html,La Trappe Tripel - 750ml
125.00,Oud Bruin - ,https://www.wbeer.com.br/cervejas/ale/struise-ypres-2009-500ml/prod689.html,Struise Ypres 2009 - 500ml
16.50,Saison - ,https://www.wbeer.com.br/cervejas/ale/birra-del-borgo-enkir-330ml/prod12123.html,Birra del Borgo Enkir - 330ml
19.90,Belgian Dubbel,http://www.mundodascervejas.com/produto/cerveja-westmalle-dubbel-330ml-val-15102016.html,Cerveja Westmalle Dubbel - 330ml (Val. 15/10/2016)
32.00,Bitter - ,https://www.wbeer.com.br/cervejas/ale/spitfire-premium-kentish-ale-500ml/prod897.html,Spitfire Premium Kentish Ale - 500ml
20.90,,http://www.mundodascervejas.com/cerveja-weihenstephaner-hefeweissbier-500ml.html,Cerveja Weihenstephaner HefeWeissbier - 500ml (Val. 01/03/2016)
21.50,,http://www.mundodascervejas.com/cerveja-erdinger-urweisse-500ml.html,Cerveja Erdinger Urweisse - 500ml (Val. 01/02/2016)
17.50,Malt Liquor - ,https://www.wbeer.com.br/cervejas/wbeerbox-faxe-extra-strong-10-1l-compre-1-e-leve-o-dobro/prod14686.html,WBeerbox Faxe Extra Strong 10% 1L - Compre 1 e leve o dobro
28.00,,https://www.wbeer.com.br/cervejas/wbeerbox-faxe-premium-copo-wbeer/prod13691.html,WBeerbox - Faxe Premium + Copo WBeer
11.00,German pilsner - ,https://www.wbeer.com.br/cervejas/wernesgruner-pilsen-330ml/prod14163.html,Wernesgrüner Pilsen - 330ml
12.00,Radler - ,https://www.wbeer.com.br/cervejas/saint-bier-slimbir-275ml/prod13779.html,Saint Bier Slimbir - 275ml
30.99,Amber Ale,http://www.emporioveredas.com.br/cerveja-de-molen-pais-vree-355ml.html,Cerveja De Molen Pais & Vree 355ml
24.00,American Pale Ale - ,https://www.wbeer.com.br/cervejas/evil-twin-hipster-ale-355ml/prod14278.html,Evil Twin Hipster Ale - 355ml
26.00,India Pale Lager - ,https://www.wbeer.com.br/cervejas/coruja-strix-ipl-edicao-wbeer-500ml/prod13997.html,Coruja Strix IPL Edição WBeer - 500ml
39.50,,http://www.mundodascervejas.com/taca-fullers-connoisseur-250ml,Taça Fuller's Connoisseur - 250ml
34.00,Belgian Strong Ale - ,https://www.wbeer.com.br/cervejas/struisetseejes-reserva-port-2013-330ml/prod11450.html,StruiseTseejes Reserva Port 2013 - 330ml
20.99,India Pale Ale,http://www.emporioveredas.com.br/cerveja-de-molen-pais-vree-355ml-1521.html,Cerveja De Molen Op & Top 355ml
26.00,Dark Lager - ,https://www.wbeer.com.br/cervejas/coruja-noctua-edicao-wbeer-500ml/prod13998.html,Coruja Noctua Edição WBeer - 500ml 
214.50,,http://www.mundodascervejas.com/kit-inglaterra-fullers-6-gfas-taca,Kit Inglaterra Fullers - 6 gfas + Taça (Val. 09/02/2016)
72.00,India Pale Ale - ,https://www.wbeer.com.br/cervejas/mikkeller-mad-bitter-750ml/prod11393.html,Mikkeller Mad Bitter - 750ml
19.50,Premium Lager - ,https://www.wbeer.com.br/cervejas/coruja-otus-500ml/prod13775.html,Coruja Otus - 500ml
72.00,Imperial Pilsner - ,https://www.wbeer.com.br/cervejas/mikkeller-mad-umami-750ml/prod11396.html,Mikkeller Mad Umami - 750ml
13.90,,http://www.mundodascervejas.com/copo-hoegaarden-250ml,Copo Hoegaarden - 250ml
78.90,,http://www.mundodascervejas.com/kit-weihenstephaner-hefeweissbier-2-garrafas-500ml-copo,Kit Weihenstephaner Hefeweissbier - 2 garrafas 500ml + Copo (Val. 01/03/2016)
75.90,,http://www.mundodascervejas.com/kit-wychwood-hobgoblin-1-garrafa-500ml-copo,Kit Wychwood Hobgoblin - 1 Garrafa 500ml + Copo (Val. 27/06/2016)
33.50,,http://www.mundodascervejas.com/copo-ayinger-500ml,Copo Ayinger - 500ml
99.50,,http://www.mundodascervejas.com/kit-chocolate-beer-5-gfas,Kit Chocolate Beer - 5 gfas (Val. 27/01/2016)
67.90,,http://www.mundodascervejas.com/kit-achouffe-3-gfas,Kit Achouffe- 3 gfas (Val. 01/08/2016)
27.90,,http://www.mundodascervejas.com/taca-tupiniquim-330ml,Taça Tupiniquim - 330ml
96.50,,http://www.mundodascervejas.com/kit-petrus-3-gfas-taca,Kit Petrus - 3 gfas + Taça (Val. 20/08/2016)
22.50,Belgian Dark Strong Ale,http://www.mundodascervejas.com/cerveja-de-ranke-noir-de-dottignies-330ml,Cerveja De Ranke Noir de Dottignies - 330ml (Val. 13/11/2019)
16.50,Specialty Beer,http://www.mundodascervejas.com/cerveja-horny-goat-laka-laka-pineapple-hefeweizen-355ml,Cerveja Horny Goat Laka Laka Pineapple Hefeweizen - 355ml (Val. 22/07/2016)
33.90,Old Ale,http://www.mundodascervejas.com/cerveja-fullers-past-masters-1966-strong-ale-500ml,Cerveja Fuller's Past Masters 1966 Strong Ale - 500ml (Val. 31/12/2016)
25.90,Belgian Dubbel,http://www.mundodascervejas.com/cerveja-wals-anderson-valley-victorious-dubbel-375ml,Cerveja Wäls / Anderson Valley Victorious Dubbel - 375ml (Val. 30/09/2017) - Lote Único
25.90,Specialty Beer / Belgian IPA,http://www.mundodascervejas.com/cerveja-houblon-chouffe-dobbelen-ipa-tripel-330ml,Cerveja Houblon Chouffe Dobbelen IPA Tripel - 330ml (Val. 01/12/2016)
31.90,Mild Ale,http://www.mundodascervejas.com/cerveja-fullers-past-masters-1914-strong-x-500ml,Cerveja Fuller's Past Masters 1914 Strong X - 500ml (Val. 01/12/2017)
24.90,,http://www.mundodascervejas.com/cerveja-mistura-classica-porreta-ipa-com-cacau-500ml,Cerveja Mistura Classica Porreta IPA com Cacau - 500ml (Val. 06/2016)
68.90,,http://www.mundodascervejas.com/kit-cerveja-faxe-premium-1-lata-caneca,Kit Cerveja Faxe Premium - 1 lata + Caneca (Val. 18/04/2016)
19.90,Belgian Tripel,http://www.mundodascervejas.com/cerveja-wals-trippel-375ml,Cerveja Wäls Trippel - 375ml (Val. 30/12/2016)
23.90,,http://www.mundodascervejas.com/cerveja-gouden-carolus-classic-330ml,Cerveja Gouden Carolus Classic - 330ml (Val. 15/01/2017)
18.50,,http://www.mundodascervejas.com/cerveja-petrus-dubbel-bruin-330ml,Cerveja Petrus Dubbel Bruin - 330ml (Val. 02/10/2016)
23.90,,http://www.mundodascervejas.com/cerveja-wychwood-hobgoblin-500ml,Cerveja Wychwood Hobgoblin - 500ml (Val. 27/06/2016)
18.50,Premium American Lager,http://www.mundodascervejas.com/cerveja-anchor-california-lager-355ml,Cerveja Anchor California Lager - 355ml (Val. 01/04/2016)
21.90,,http://www.mundodascervejas.com/cerveja-faxe-premium-1000ml,Cerveja Faxe Premium - 1000ml (Val. 18/04/2016)
22.50,Belgian Ale,http://www.mundodascervejas.com/cerveja-de-ranke-xx-bitter-330ml,Cerveja De Ranke XX Bitter - 330ml (Val. 27/11/2019)
19.90,,http://www.mundodascervejas.com/cerveja-colorado-indica-600ml.html,Cerveja Colorado Indica - 600ml (Val. 03/02/2016)
22.50,,http://www.mundodascervejas.com/cerveja-gulden-draak-330ml,Cerveja Gulden Draak - 330ml (Val. 16/04/2017)
24.90,B,http://www.mundodascervejas.com/cerveja-la-trappe-dubbel-330ml.html,Cerveja La Trappe Dubbel - 330ml (Val. 01/08/2017)
20.50,Saison / Farmhouse,http://www.mundodascervejas.com/cerveja-north-coast-le-merle-355ml,Cerveja North Coast Le Merle - 355ml (Val. 10/02/2016)
23.90,Belgian Dark Strong Ale,http://www.mundodascervejas.com/cerveja-chimay-blue-330ml,Cerveja Chimay Blue - 330ml (Val. 30/12/2019)
24.90,Belgian Dubbel,http://www.mundodascervejas.com/cerveja-rochefort-6-330ml.html,Cerveja Rochefort 6 - 330ml (Val. 21/11/2018)
25.00,Imperial Stout - ,https://www.wbeer.com.br/cervejas/buxton-tsar-330ml/prod12620.html,Buxton Tsar - 330ml
18.90,,http://www.mundodascervejas.com/cerveja-tupiniquim-omnipollo-polimango-310ml,Cerveja Tupiniquim / Omnipollo Polimango - 310ml (Val. 09/2016)
17.90,American Wheat,http://www.mundodascervejas.com/cerveja-blondine-eap-hoppy-wheat-310ml,Cerveja Blondine EAP Hoppy Wheat - 310ml (Val. 09/06/2016)
24.00,Stout - ,https://www.wbeer.com.br/cervejas/worthy-lights-out-stout-355ml/prod14324.html,Worthy Lights Out Stout - 355ml
21.00,Weiss - ,https://www.wbeer.com.br/cervejas/erdinger-schneeweisse-500ml/prod14851.html,Erdinger Schneeweisse - 500ml
20.90,Coffee Stout,http://www.mundodascervejas.com/cerveja-blondine-volcano-coffee-stout-310ml,Cerveja Blondine Volcano Coffee Stout - 310ml (Val. 04/08/2016)
12.90,,http://www.mundodascervejas.com/cerveja-leffe-royale-330ml,Cerveja Leffe Royale - 330ml (Val. 11/08/2016)
17.90,,http://www.mundodascervejas.com/cerveja-tupiniquim-stillwater-classica-tropical-310ml,Cerveja Tupiniquim / Stillwater Clássica Tropical - 310ml (Val. 01/12/2016)
24.90,,http://www.mundodascervejas.com/cerveja-mistura-classica-amnesia-imperial-ipa-500ml,Cerveja Mistura Classica Amnésia Imperial IPA - 500ml (Val. 08/2016)
16.90,,http://www.mundodascervejas.com/cerveja-paulaner-hefeweissbier-naturtrub-500ml.html,Cerveja Paulaner Hefeweissbier Naturtrüb - 500ml (Val. maio/2016)
21.50,Belgian Tripel,http://www.mundodascervejas.com/cerveja-st-bernardus-tripel-330ml.html,Cerveja St. Bernardus Tripel - 330ml (Val. 19/11/2016)
21.90,,http://www.mundodascervejas.com/cerveja-westmalle-tripel-330ml,Cerveja Westmalle Tripel - 330ml (Val. 28/05/2016)
18.90,Witbier,http://www.mundodascervejas.com/cerveja-st-bernardus-wit-330ml,Cerveja St. Bernardus Wit - 330ml (Val. 29/08/2016)
19.50,India Pale Ale,http://www.mundodascervejas.com/cerveja-goose-island-ipa-355ml,Cerveja Goose Island IPA - 355ml (Val. 01/04/2016)
28.90,Specialty Beer,http://www.mundodascervejas.com/cerveja-fullers-organic-honey-dew-500ml,Cerveja Fuller's Organic Honey Dew - 500ml (Val. 30/01/2016)
72.50,Red-Brown Ale,http://www.mundodascervejas.com/cerveja-echt-kriekenbier-750ml,Cerveja Echt Kriekenbier - 750ml (Val. 30/10/2016)
